Date,Entropy_1,Entropy_2,Entropy_3,Entropy_4,Entropy_5,Entropy_6,Entropy_7,Entropy_8,Entropy_9,Entropy_10,Entropy_11,Entropy_12,Entropy_13,Entropy_14,Entropy_15,Entropy_16,Entropy_17,Entropy_18,Entropy_19,Entropy_20,Entropy_21,Entropy_22,Entropy_23,Entropy_24,Entropy_25,Entropy_26,Entropy_27,Entropy_28,Entropy_29,Entropy_30,Entropy_31,Entropy_32,Entropy_33,Entropy_34,Entropy_35,Entropy_36,Country
"Apr,21",0.164315688,0.195431881,0.157228761,0.198394391,0.184468632,0.144036869,0.237066466,0.205703509,0.214063909,0.169118302,0.179133456,0.136238169,0.204347005,0.126663844,0.167045987,0.177157439,0.117320791,0.096836456,0.165793703,0.185926193,0.158191089,0.165939455,0.200900187,0.189910293,0.15870069,0.17244195,0.159067733,0.191219753,0.188303202,0.152176055,0.135536902,0.186293334,0.188324982,0.21698339,0.164271227,0.196007713,Canada
"May,21",0.246497407,0.324608903,0.263150998,0.30996476,0.279185379,0.240223742,0.306072745,0.334957595,0.206014669,0.263146785,0.287544851,0.229749773,0.341639769,0.263999588,0.301015603,0.302943132,0.226196989,0.228248208,0.261209339,0.26659384,0.257537224,0.287960121,0.333571706,0.318612373,0.212284808,0.281715219,0.347305676,0.344511352,0.312598424,0.321641193,0.200716104,0.320628208,0.263643433,0.368098804,0.288381716,0.346840265,Canada
"Feb,20",0.693147181,0.693147181,0.405465108,0.693147181,0.693147181,0.470003629,0.693147181,0.810930216,0.470003629,0.693147181,0.693147181,0.693147181,0.693147181,0.84729786,0.693147181,0.405465108,0.470003629,0.810930216,0.84729786,0.84729786,0.693147181,0.84729786,0.693147181,0.693147181,0.693147181,0.470003629,0.356674944,0.810930216,0.693147181,0.693147181,0.84729786,0.84729786,0.84729786,0.693147181,0.693147181,0.693147181,England
"Mar,20",0.185649347,0.161872726,0.18698357,0.169163472,0.164223513,0.163992203,0.188090377,0.167154764,0.16857716,0.155257487,0.180330185,0.150518275,0.137585663,0.088079183,0.172676589,0.148899423,0.167551523,0.164342559,0.084805882,0.090049553,0.148683198,0.093273628,0.156145422,0.17857169,0.149602323,0.158161624,0.090514008,0.08914585,0.176145975,0.170392986,0.096813455,0.131050002,0.155453612,0.155791369,0.183646938,0.184782683,England
"Apr,20",0.167129719,0.13630401,0.164303051,0.145272744,0.150136,0.125714031,0.158306962,0.150725181,0.132288899,0.14005148,0.155675176,0.136424554,0.124340098,0.110888042,0.143642702,0.131111013,0.149665594,0.145467557,0.101738963,0.107453995,0.119629758,0.110409309,0.137952136,0.15054157,0.125870299,0.152288289,0.108003007,0.117475201,0.157283187,0.155329476,0.122440706,0.121585908,0.142940266,0.140363035,0.146407998,0.151792352,England
"May,20",0.356301042,0.329573014,0.346587742,0.297547046,0.31621838,0.290216928,0.371956819,0.333052531,0.320413875,0.337770095,0.344377416,0.33394059,0.251314428,0.304269096,0.386441904,0.301830218,0.325520898,0.343064218,0.293203429,0.280115832,0.298327266,0.310272086,0.331402517,0.326327788,0.361625903,0.362905494,0.309564784,0.305290429,0.35835264,0.317190307,0.315270029,0.236219802,0.316544726,0.324211747,0.34560472,0.328141025,England
"Jun,20",0.175793791,0.160482461,0.190035094,0.224708425,0.210559075,0.165420951,0.201633507,0.211072796,0.189046823,0.204727496,0.207807211,0.204909786,0.180580155,0.198007578,0.226899682,0.219865457,0.186613877,0.19698058,0.172822349,0.191988384,0.175211756,0.216311368,0.216248224,0.18449311,0.17602863,0.200832442,0.199663666,0.195734792,0.18441989,0.206608308,0.193072786,0.172075345,0.19462691,0.208339165,0.200305532,0.225154337,England
"Jul,20",0.339099297,0.329283707,0.332652753,0.376506029,0.383398014,0.363792412,0.337477767,0.301421248,0.333121489,0.388404985,0.39095397,0.287027408,0.3620776,0.323581627,0.376707549,0.389034567,0.350042591,0.329114144,0.31449333,0.351344671,0.324970014,0.407004754,0.355406534,0.356530216,0.331745027,0.372318368,0.337267782,0.333144447,0.369402914,0.344899253,0.346380315,0.340082349,0.352706685,0.409597345,0.336472237,0.421943339,England
"Aug,20",0.351780735,0.419098446,0.347627208,0.424141895,0.445621068,0.305842214,0.363846359,0.419182183,0.331212261,0.335017573,0.394388072,0.33751153,0.311652345,0.402250963,0.479102426,0.506850565,0.52527376,0.297680156,0.265241284,0.440541597,0.298301165,0.440251224,0.473276955,0.338832744,0.355750729,0.38304672,0.450430406,0.392476615,0.368785226,0.298859887,0.384575062,0.5288811,0.358057273,0.439758905,0.370793375,0.414805278,England
"Sep,20",0.257442187,0.245875832,0.246771726,0.268738257,0.288205167,0.230307501,0.234330009,0.274726299,0.20727761,0.273654835,0.240445365,0.253825809,0.227923241,0.299371307,0.270794607,0.344458407,0.368005226,0.216801199,0.192887078,0.295943956,0.204844317,0.261990328,0.273727754,0.209929212,0.27402251,0.252675049,0.298650333,0.266528482,0.25133674,0.197131974,0.277581761,0.281058161,0.270703382,0.288991762,0.197150112,0.273484988,England
"Oct,20",0.197760064,0.203568681,0.216804448,0.208053823,0.209303368,0.184356783,0.1922499,0.222558014,0.178863125,0.214983102,0.213279946,0.190898828,0.229913631,0.226494492,0.193368285,0.238117009,0.246701373,0.17914514,0.148773803,0.212185866,0.174791342,0.202704548,0.198173729,0.183773582,0.212997494,0.193758777,0.213425904,0.176913164,0.200108944,0.20143202,0.212361047,0.20574381,0.216298472,0.230650624,0.16654286,0.20862895,England
"Nov,20",0.176717874,0.21434283,0.165446481,0.212951089,0.185148444,0.17647409,0.221339802,0.178033804,0.174459129,0.189825479,0.209123466,0.17858142,0.24542276,0.241227358,0.205369952,0.243327972,0.2508954,0.190313536,0.158319505,0.213304601,0.182221854,0.205984065,0.20320204,0.186532813,0.194616587,0.166160949,0.215003116,0.149906792,0.203331098,0.17594534,0.197861405,0.194784512,0.227652231,0.197745806,0.179968381,0.209098426,England
"Dec,20",0.099692209,0.149410622,0.103035928,0.154347322,0.122046777,0.118998715,0.175428701,0.102215041,0.129444491,0.113435314,0.141569303,0.128394387,0.166291928,0.169257607,0.145911385,0.158525785,0.16574999,0.142817548,0.115203296,0.151969654,0.114526876,0.134939213,0.15317839,0.134871823,0.119730759,0.117535084,0.12248929,0.08617158,0.146911394,0.112210276,0.128271105,0.11683321,0.158838315,0.131498236,0.145143059,0.144770654,England
"Jan,21",0.073839944,0.088067601,0.067295959,0.087725746,0.083247734,0.073699088,0.098236754,0.07133141,0.072721463,0.075989805,0.092605593,0.075365582,0.092950233,0.094083595,0.094616261,0.089682059,0.086225064,0.087919932,0.075967331,0.088177384,0.073459994,0.09389011,0.094269677,0.085519513,0.076743398,0.073294981,0.076855737,0.065006761,0.096783497,0.083002275,0.073890893,0.0820916,0.080086044,0.087396059,0.082974686,0.088900676,England
"Feb,21",0.091260703,0.092248056,0.085411519,0.093525348,0.092894068,0.080511033,0.097812945,0.078646748,0.079834419,0.086306699,0.088906974,0.081715852,0.094914355,0.099542274,0.106801823,0.086820507,0.086375344,0.096131858,0.081762211,0.090693807,0.076420176,0.096782707,0.095749398,0.08732846,0.08750322,0.075581336,0.095695498,0.081118399,0.103974256,0.089460328,0.081976313,0.092985195,0.068619845,0.094663681,0.083593043,0.09593183,England
"Mar,21",0.07519593,0.08417359,0.082465544,0.079310726,0.081857431,0.070273937,0.083098386,0.074031184,0.055142068,0.074101827,0.075419436,0.060877297,0.079951142,0.085593973,0.084860515,0.071807735,0.079748016,0.086642553,0.068441072,0.083586614,0.07165656,0.089745348,0.081079982,0.080086032,0.071441935,0.068474241,0.089097772,0.077371271,0.094524536,0.081391033,0.069488433,0.083487725,0.030490961,0.080460527,0.075152235,0.079483256,England
"Apr,21",0.085844047,0.095808371,0.097276104,0.104955977,0.063259588,0.089728265,0.113784293,0.092708974,0.063138789,0.061912034,0.087754264,0.082449845,0.090778607,0.094355545,0.078054788,0.094771614,0.086692669,0.097211707,0.0846985,0.100779927,0.069474326,0.113299909,0.095862613,0.103380807,0.058078633,0.091201291,0.109352757,0.09274081,0.10861596,0.084173375,0.074744405,0.087483919,0.038637348,0.093692326,0.093575994,0.094500219,England
"May,21",0.083447739,0.090294914,0.071036078,0.091633472,0.034847779,0.060866665,0.089369735,0.08207851,0.024362287,0.034846731,0.043630531,0.072835778,0.074402227,0.067013679,0.048426123,0.076296483,0.053376791,0.055310946,0.066670877,0.082945304,0.031514845,0.072739234,0.088919781,0.054435379,0.024653257,0.07991847,0.081343955,0.058721398,0.091107082,0.082377175,0.046956271,0.058617576,0.064120257,0.080514822,0.075428682,0.078385635,England
"Jun,21",0.09149362,0.08597573,0.086380494,0.070504752,0.045145054,0.050651205,0.082814673,0.072382193,0.034175353,0.049440197,0.057354132,0.069805285,0.077534198,0.052771984,0.050581212,0.069612481,0.063400519,0.074549311,0.078635098,0.069496643,0.037882035,0.087899864,0.083838587,0.070756916,0.046991204,0.076189771,0.074557122,0.069829759,0.070552442,0.087186426,0.058735908,0.071249071,0.058542827,0.077602296,0.068630334,0.07993138,England
"Jan,20",666,666,666,666,666,666,1.098612289,666,666,1.098612289,666,666,666,666,666,666,666,0.693147181,666,666,666,666,666,666,666,666,666,666,666,0.510825624,666,666,666,666,1.098612289,666,France
"Feb,20",0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,0.133531393,France
"Mar,20",0.107718249,0.086668383,0.10472337,0.087530992,0.093975193,0.092064973,0.087690033,0.097009736,0.083216306,0.099372474,0.103017347,0.093600615,0.093975193,0.099372474,0.104934893,0.093564132,0.096460266,0.101506946,0.08596699,0.085454149,0.07973123,0.081313356,0.102190941,0.089612159,0.099777508,0.099777508,0.112940411,0.082399532,0.103226043,0.099372474,0.077109475,0.110996776,0.088233551,0.08907963,0.087011377,0.0907921,France
"Apr,20",0.123323216,0.105052776,0.131927543,0.105052776,0.11234824,0.100514958,0.12498101,0.128342796,0.094490843,0.107193697,0.120556963,0.102654154,0.129976184,0.114326413,0.111225635,0.129976184,0.121889818,0.121271006,0.107505453,0.102880663,0.094490843,0.090971778,0.120203089,0.094490843,0.113659318,0.121631213,0.111225635,0.102947969,0.125345808,0.122961711,0.090971778,0.112999972,0.119188517,0.123323216,0.122961711,0.113991889,France
"May,20",0.361013346,0.3254224,0.348306694,0.236388778,0.192371893,0.27029033,0.297251523,0.374693449,0.236388778,0.374693449,0.287682072,0.27029033,0.348306694,0.278713402,0.348306694,0.297251523,0.229574442,0.3074847,0.336472237,0.348306694,0.3074847,0.374693449,0.236388778,0.348306694,0.197825743,0.297251523,0.3074847,0.243622083,0.361013346,0.278713402,0.278713402,0.336472237,0.348306694,0.3074847,0.243622083,0.287682072,France
"Jun,20",0.405465108,0.405465108,0.427444015,0.470003629,0.251314428,0.462623522,0.36772478,0.328504067,0.300104592,0.336472237,0.405465108,0.328504067,0.470003629,0.470003629,0.336472237,0.313657559,0.300104592,0.550046337,0.36772478,0.351397887,0.446287103,0.328504067,0.427444015,0.405465108,0.424883194,0.427444015,0.405465108,0.405465108,0.470003629,0.328504067,0.300104592,0.424883194,0.241162057,0.313657559,0.470003629,0.405465108,France
"Jul,20",1.386294361,0.820980552,1.232143681,1.466337069,1.299282984,1.481604541,0.7282385,0.934309237,0.993251773,1.435084525,0.820980552,1.749199855,1.252762968,1.386294361,0.916290732,2.995732274,1.526056303,1.232143681,2.251291799,1.427116356,1.427116356,2.890371758,1.232143681,1.098612289,0.737598943,1.098612289,1.749199855,1.029619417,1.84582669,1.145132304,1.704748092,0.810930216,0.619039208,1.021651248,0.897941593,1.832581464,France
"Aug,20",0.959775844,1.136352617,0.871395412,0.773189888,0.80821651,0.619039208,0.489051824,0.735706795,0.662687973,0.893817876,0.977251432,0.693147181,0.768048489,0.484245986,1.063520969,1.031920914,0.887303195,0.887303195,0.910560057,1.098612289,0.596816072,0.723300219,0.877718457,0.567377793,0.928713252,1.098612289,0.832909123,0.579818495,0.776528789,0.884202417,1.00144854,0.921988753,0.821980052,0.939547594,0.881547783,0.769687258,France
"Sep,20",0.543615447,0.505331104,0.521296924,0.586175061,0.549504478,0.449737932,0.405465108,0.516006983,0.394415272,0.526698973,0.490364552,0.47957308,0.345269947,0.445311017,0.65981076,0.547965171,0.497580397,0.447697872,0.312872321,0.502793452,0.524811866,0.463961315,0.619039208,0.271496748,0.474739234,0.591097926,0.577315365,0.508119262,0.413012314,0.513453746,0.377294231,0.582799123,0.280513583,0.491725452,0.463961315,0.467023001,France
"Oct,20",0.446287103,0.515309936,0.398907708,0.552068582,0.544004022,0.493086799,0.482157729,0.473985055,0.460651524,0.534082486,0.544727175,0.666829872,0.451985124,0.387765531,0.482157729,0.457833094,0.488097373,0.462241624,0.310154928,0.517943092,0.545916944,0.513175801,0.46864401,0.456758402,0.456758402,0.54910781,0.554561017,0.474208261,0.519578415,0.519875459,0.438913042,0.597837001,0.34560472,0.503905181,0.412109651,0.492476485,France
"Nov,20",0.765906535,0.666944808,0.653926467,0.612517446,0.549504478,0.693147181,0.693147181,0.78495473,0.376051223,0.503103578,0.667394684,0.660357358,0.637797085,0.563689113,0.527354926,0.488352768,0.650587566,0.720546155,0.567984038,0.739238288,0.476476144,0.574430874,0.636907462,0.553385238,0.771790308,0.601797402,0.872195412,0.622529613,0.626455806,0.656779536,0.508224842,0.720054633,0.409289205,0.693147181,0.526698973,0.685179011,France
"Dec,20",0.603198944,0.664326742,0.581651676,0.653926467,0.6525619,0.497173535,0.63285495,0.602418327,0.517943092,0.598836501,0.767255153,0.593326845,0.61146915,0.63414884,0.619039208,0.343392679,0.898999235,0.658858107,0.573673527,0.829279355,0.544536681,0.746572347,0.715620036,0.481303184,0.734450987,0.704320481,0.716404043,0.635388346,0.563768043,0.585626837,0.570142201,0.664655225,0.471062391,0.78495473,0.644091024,0.708978646,France
"Jan,21",0.592911596,0.881804556,0.635988767,0.933288308,0.870077889,0.646934337,0.965946322,0.80107792,0.810930216,0.42664593,0.853041702,0.670455769,0.724345551,0.77437262,0.789823481,0.816045317,0.824175443,0.902638643,0.562857282,1.010717909,0.757226037,0.916290732,0.905708623,0.716212453,0.677298988,0.647237479,0.960350722,0.815295129,0.800330851,0.719292461,0.565944923,0.728016006,0.680075099,0.849545052,0.88831688,0.823383677,France
"Feb,21",0.371883778,0.472880692,0.368891369,0.492374916,0.490847157,0.278827756,0.464819351,0.428880281,0.366138737,0.305835267,0.424883194,0.382208246,0.445175374,0.40272463,0.327353632,0.486340571,0.390818793,0.373903248,0.433729666,0.438530603,0.318586436,0.418933325,0.387997415,0.405465108,0.307740051,0.295431319,0.461650096,0.381406209,0.425137874,0.451825341,0.32241035,0.411371166,0.307693272,0.438913042,0.43272688,0.412244795,France
"Mar,21",0.192227374,0.220295899,0.187497758,0.259080452,0.258879871,0.20338171,0.265842809,0.218147127,0.205056667,0.191097042,0.23526127,0.204730664,0.246277064,0.234993591,0.227462345,0.277325517,0.237042456,0.221104206,0.209022901,0.241618074,0.178330324,0.242796489,0.226443059,0.221005683,0.190594489,0.214729743,0.214435798,0.224755155,0.239153621,0.246788181,0.187811122,0.223691619,0.20375882,0.231948891,0.235387677,0.232254888,France
"Apr,21",0.166263079,0.179731611,0.162063139,0.218042945,0.20288707,0.16746464,0.219162126,0.200343767,0.165387606,0.171497531,0.207560436,0.18995127,0.238585665,0.217365574,0.186371748,0.230347147,0.193493586,0.157063422,0.193889736,0.205541368,0.171136186,0.218724531,0.191995316,0.197144776,0.14544246,0.190410464,0.17312902,0.190469217,0.218534593,0.19401012,0.168944864,0.207255695,0.203028696,0.210106881,0.215106834,0.199048023,France
"May,21",0.21313255,0.230167833,0.248482745,0.272350608,0.209693092,0.216502846,0.285459355,0.237357664,0.195270142,0.172086521,0.250170509,0.237586503,0.287014738,0.272142001,0.219387795,0.275147743,0.219117417,0.210090847,0.230713988,0.254339284,0.182058693,0.291081825,0.237416988,0.249771346,0.155074016,0.247326387,0.250177338,0.230320416,0.272340455,0.248636035,0.190343079,0.251692366,0.253436078,0.282669531,0.268187207,0.246361283,France
"Jun,21",0.454592939,0.425980373,0.464459703,0.53706786,0.287260754,0.448791933,0.49126671,0.450213809,0.260980703,0.25312095,0.366569545,0.476998546,0.523375703,0.449107148,0.348360808,0.502999983,0.43435526,0.429160527,0.433692789,0.539095232,0.282838428,0.561158073,0.541043584,0.413562318,0.218329504,0.482357939,0.458354572,0.434768738,0.519199555,0.501916879,0.370261473,0.488673166,0.471085295,0.456829625,0.472028605,0.453605483,France
"Jan,20",0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,0.405465108,Germany
"Feb,20",0.693147181,0.470003629,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.251314428,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,0.693147181,Germany
"Mar,20",0.120790081,0.145840988,0.14440718,0.150883771,0.131878044,0.146194504,0.147489003,0.088273207,0.130231665,0.12193706,0.135020596,0.131696866,0.114141198,0.079107983,0.135005232,0.146194504,0.13279906,0.142013833,0.088389737,0.107513369,0.127307686,0.090434865,0.138150338,0.125848896,0.149106256,0.128768607,0.137317842,0.088389737,0.143909823,0.145100844,0.093276625,0.139826544,0.133900601,0.140410661,0.136293062,0.167664399,Germany
"Apr,20",0.231801614,0.327212911,0.356674944,0.326000937,0.312872321,0.260883879,0.299744945,0.214559808,0.328925031,0.282862786,0.263110812,0.31563815,0.271496748,0.219747962,0.312133168,0.3203073,0.235456812,0.357749635,0.216223108,0.197610249,0.317535036,0.259511195,0.314030902,0.308090944,0.332133835,0.350202429,0.273293335,0.219747962,0.304860409,0.272866987,0.20815576,0.221372072,0.282862786,0.308090944,0.287682072,0.321320432,Germany
"May,20",0.296265816,0.262364264,0.229574442,0.236388778,0.217064505,0.146603474,0.203598955,0.229574442,0.197825743,0.217064505,0.27029033,0.251314428,0.187211542,0.211309094,0.262364264,0.236388778,0.211309094,0.27029033,0.217064505,0.223143551,0.25489225,0.177681177,0.251314428,0.197825743,0.296265816,0.331357136,0.247836164,0.223143551,0.30538165,0.278713402,0.158224005,0.182321557,0.182321557,0.262364264,0.236388778,0.262364264,Germany
"Jun,20",0.148262537,0.11826392,0.164874643,0.131266386,0.157436913,0.126441098,0.169602784,0.137430033,0.132424586,0.150282203,0.148262537,0.129077042,0.141904313,0.133531393,0.147014743,0.141904313,0.114880276,0.15415068,0.145555586,0.139761942,0.113023388,0.148894426,0.116313528,0.134656885,0.124642445,0.115354081,0.122102697,0.141313533,0.154814911,0.157436913,0.152191815,0.137430033,0.156160731,0.151549898,0.169602784,0.139171566,Germany
"Jul,20",0.462623522,0.422856851,0.424883194,0.336472237,0.342944751,0.405465108,0.387765531,0.371563556,0.371563556,0.389464767,0.371563556,0.322773392,0.251314428,0.351397887,0.485507816,0.387765531,0.498991166,0.476924072,0.276253377,0.389464767,0.387765531,0.438254931,0.342944751,0.322773392,0.356674944,0.371563556,0.485507816,0.265703166,0.385662481,0.462623522,0.422856851,0.265703166,0.405465108,0.362905494,0.371563556,0.300104592,Germany
"Aug,20",0.645137961,0.617923759,0.677146839,0.995958135,0.763351439,0.678109303,0.701445983,0.55770921,0.648026745,0.785262469,0.817199829,0.607491736,0.74893854,0.693147181,0.943198185,0.850150929,0.780158558,0.791882021,0.619039208,0.781700578,0.53280453,0.781700578,0.718680483,0.575364145,0.628608659,0.693147181,0.638658995,0.570544858,0.755948082,0.684636491,0.762140052,0.619039208,0.577075009,1.03691872,0.971860583,0.701310491,Germany
"Sep,20",0.839750655,0.887303195,1.025281016,1.37431817,0.704446736,0.893817876,0.737598943,1.00144854,0.866418902,0.864997437,0.962275845,0.984853403,0.995428052,0.861138912,0.85105021,0.934309237,1.16315081,0.683096845,0.796331417,0.989412997,0.762140052,0.897941593,0.953104705,1.098612289,1.075355427,0.875468737,1.150572028,0.762140052,0.736632292,0.68289068,0.858226931,1.136352617,1.045123604,1.014351945,0.850776125,0.940983344,Germany
"Oct,20",0.61400986,0.880745794,0.568324116,0.976509592,1.176944132,0.471062391,1.040343381,0.987059803,0.506817602,0.865759923,0.886437769,0.693147181,0.755278962,0.603198944,0.886437769,0.950615474,0.885519073,0.654786313,0.554106132,0.64607967,0.659245629,0.95426998,1.06784063,0.663294217,0.735967178,0.804372816,0.872940291,0.604199695,0.808077147,0.906069178,0.650129795,1.33222714,0.711723566,0.853232596,0.677061043,0.741349282,Germany
"Nov,20",0.619039208,1.089178256,0.684848378,0.969400557,1.461195669,0.563689113,0.840998627,0.950192284,0.663037379,1.05664809,0.543401794,0.856776604,0.680017889,0.566784277,1.009140886,1.006804739,0.902867712,0.668854488,0.697340059,0.933017526,0.577187299,1.089562453,0.5146644,0.659245629,0.946596081,0.945849534,0.98394938,0.747706165,0.831132924,0.891817875,0.829102817,1.020049966,0.641853886,1.09383901,0.757685702,0.799527584,Germany
"Dec,20",0.706570201,0.761667127,0.655875786,1.020834588,1.157452789,0.643754425,0.806087592,0.803148076,0.667668095,0.750114005,0.752501423,0.789823481,0.706305265,0.618558324,1.060871961,0.896088025,0.618578485,0.569393978,0.599511576,0.795703769,0.59351734,1.068153081,0.78845736,0.526093096,0.737296965,0.924521231,0.938269639,0.66750475,0.84729786,0.875468737,0.693147181,1.175870772,0.631015399,0.829962648,0.775953084,0.752918924,Germany
"Jan,21",0.494534704,0.509761228,0.498710648,0.692323118,0.771399377,0.463823743,0.654822066,0.64073002,0.498330446,0.600869435,0.646474772,0.550962952,0.486607541,0.535586939,0.658424274,0.671676496,0.618920858,0.473371986,0.436928378,0.588609372,0.540263563,0.696469443,0.682416578,0.429367401,0.568224162,0.626105529,0.772379844,0.640647856,0.550154218,0.553000549,0.466164853,0.613537762,0.619741456,0.628204537,0.621036742,0.62481242,Germany
"Feb,21",0.25882385,0.357205849,0.262583707,0.358616812,0.36113538,0.273743573,0.393306044,0.351573195,0.314105206,0.282082388,0.377613612,0.307731921,0.343440505,0.391857507,0.359003519,0.400164616,0.36904572,0.291833805,0.322759864,0.383353088,0.272400629,0.411788785,0.351112946,0.291915182,0.309233198,0.37154936,0.372108093,0.305243499,0.36600755,0.341843274,0.2900611,0.324139033,0.370800818,0.351251658,0.342530437,0.353139289,Germany
"Mar,21",0.155382528,0.159940231,0.146619915,0.166085056,0.165191078,0.142415178,0.174965537,0.155016991,0.134330398,0.141452921,0.170164721,0.153688524,0.182688179,0.179971379,0.17812942,0.171081819,0.158541837,0.140674538,0.154140183,0.17678242,0.143120107,0.179467407,0.161976227,0.155567222,0.147782858,0.173572067,0.163580542,0.133236812,0.165154291,0.149922609,0.137440451,0.16305266,0.15820778,0.165447979,0.16609194,0.156150954,Germany
"Apr,21",0.104684245,0.099224626,0.101545835,0.102543021,0.086377976,0.091309363,0.107939639,0.096078131,0.089437321,0.088055883,0.101488868,0.086791426,0.112225813,0.105750691,0.105456165,0.109183186,0.100580591,0.098153092,0.09261081,0.103651702,0.084167456,0.106066076,0.090805037,0.099387396,0.088187435,0.097540676,0.106955621,0.089196121,0.11285521,0.097001317,0.087233208,0.100298674,0.1004281,0.105205561,0.09330972,0.100349137,Germany
"May,21",0.141519677,0.138078501,0.127982085,0.14246851,0.114923158,0.124193207,0.147734682,0.128608426,0.118914338,0.108138665,0.139470789,0.119363371,0.146942211,0.142830985,0.13707435,0.147120941,0.129614606,0.119959688,0.125094715,0.140134197,0.1150109,0.156320258,0.131200023,0.135867302,0.109924997,0.134249088,0.127567429,0.12762213,0.152486543,0.136144066,0.116256677,0.138914135,0.137087902,0.148221809,0.13290519,0.135933819,Germany
"Jun,21",0.303916195,0.28840366,0.291227604,0.343945097,0.179539914,0.274702633,0.3250496,0.27797712,0.21406422,0.203515722,0.261889318,0.273046113,0.325348225,0.262099558,0.252639945,0.32612939,0.284675027,0.270736541,0.295598631,0.319605351,0.21647627,0.338565866,0.310789023,0.283760656,0.189076438,0.311561615,0.290898544,0.251416547,0.342845558,0.304765485,0.240946758,0.284652009,0.285914862,0.305571637,0.276242482,0.301814015,Germany
"Jan,20",0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,0.182321557,Japan
"Feb,20",0.142316222,0.130620182,0.129211731,0.132059722,0.133531393,0.103184236,0.130620182,0.132059722,0.116533816,0.133531393,0.11905936,0.129211731,0.117783036,0.139262067,0.129211731,0.10426101,0.101096117,0.116533816,0.115310847,0.10426101,0.133531393,0.130620182,0.130620182,0.133531393,0.130620182,0.09237332,0.11905936,0.132059722,0.115310847,0.116533816,0.09333194,0.114113307,0.11905936,0.126484147,0.130620182,0.132059722,Japan
"Mar,20",0.101451448,0.109484233,0.097163748,0.102505119,0.081440332,0.081561772,0.102857385,0.103266274,0.073548688,0.09920665,0.103103873,0.105773653,0.084665924,0.071458964,0.103342352,0.094940562,0.095870038,0.097925537,0.065139302,0.065018252,0.092730484,0.106820827,0.102505119,0.10474683,0.096246948,0.099594437,0.10057731,0.063218072,0.093848725,0.115249348,0.062867278,0.089379844,0.084179694,0.106380404,0.098061213,0.102307078,Japan
"Apr,20",0.064845531,0.067255876,0.064426858,0.060103924,0.053185776,0.056740616,0.067402163,0.067852107,0.048022824,0.065490555,0.05732964,0.064566497,0.066111025,0.050116644,0.060729099,0.057770072,0.064706744,0.065240522,0.051402268,0.057968578,0.053351674,0.066807144,0.062816346,0.065348792,0.058853142,0.067519652,0.063224516,0.053003859,0.06214251,0.060991873,0.061120569,0.065151352,0.042953972,0.060989272,0.056840763,0.057819571,Japan
"May,20",0.194642041,0.171014486,0.171850257,0.164068116,0.156904744,0.135860767,0.19803763,0.184343802,0.179693434,0.172906558,0.17246926,0.189657368,0.188279866,0.155791369,0.20285888,0.177037529,0.217268587,0.193681519,0.16763888,0.16019964,0.162903471,0.164996773,0.174191431,0.139921191,0.184265192,0.208935205,0.177140198,0.164656721,0.204794413,0.190353728,0.211505847,0.20840127,0.12537548,0.197298011,0.165249573,0.201778729,Japan
"Jun,20",0.191234883,0.222284814,0.221432687,0.204032043,0.224008978,0.206614249,0.206336433,0.216340804,0.190518324,0.235936903,0.208693661,0.153611451,0.152016207,0.217168288,0.222299313,0.245891689,0.25029454,0.240535294,0.177771663,0.18099793,0.161755279,0.186411542,0.227463212,0.187496213,0.128873722,0.25082698,0.155791369,0.239601264,0.238947216,0.224851494,0.201778729,0.238275126,0.206049118,0.263371483,0.142354296,0.140265425,Japan
